url,input,type
https://www.sky-egg.jp/,"<input class=""agree__check js-agree"" name=""a93f483e56"" type=""checkbox"" value=""""/>",acceptance
https://cacco.co.jp/,"<input class=""input-agree"" id=""checkbtn"" name=""data[ContactRecruit][policy]"" type=""checkbox"" value=""同意する""/>",acceptance
https://cacco.co.jp/,"<input class=""input-agree"" id=""checkbtn2"" name=""data[ContactRecruit][policy]"" type=""checkbox"" value=""同意する""/>",acceptance
https://cacco.co.jp/,"<input class=""input-agree"" id=""checkbtn3"" name=""data[ContactRecruit][policy]"" type=""checkbox"" value=""同意する""/>",acceptance
https://cacco.co.jp/,"<input class=""input-agree"" id=""checkbtn4"" name=""data[ContactRecruit][policy]"" type=""checkbox"" value=""同意する""/>",acceptance
http://www.trinify.com/,"<input id=""privacy-policy-1"" name=""個人情報保護方針[data][]"" type=""checkbox"" value="" ""/>",acceptance
https://www.lintomo.co.jp/,"<input class=""form__check"" id=""checkbox-agree-1"" name=""checkbox-agree[data][]"" type=""checkbox"" value=""同意する""/>",acceptance
https://www.cscloud.co.jp/,"<input name=""agreement[]"" type=""checkbox"" value=""個人情報保護方針に同意する""><span class=""wpcf7-list-item-label"">個人情報保護方針に同意する</span></input>",acceptance
https://cacco.co.jp/,"<input class=""input-zip"" id=""ContactRecruitAddress"" maxlength=""255"" name=""data[ContactRecruit][address]"" placeholder=""例：東京都xxxxxxxxx"" type=""text""/>",address
http://www.trinify.com/,"<input name=""ご住所"" placeholder=""ご住所を入力してください"" size=""60"" type=""text"" value=""""/>",address
https://www.lintomo.co.jp/,"<input class=""form__text"" id=""address"" name=""address"" placeholder=""〇〇区"" size=""60"" type=""text"" value=""""/>",address
http://www.trinify.com/,"<input name=""建物名"" placeholder=""建物名・階数等を入力してください"" size=""60"" type=""text"" value=""""/>",address_building
https://www.lintomo.co.jp/,"<select class=""form__select prefectures__text"" id=""prefectures"" name=""prefectures"">
<option value=""東京都"">
			東京都		</option>
<option value=""千葉県"">
			千葉県		</option>
<option value=""埼玉県"">
			埼玉県		</option>
</select>",city
https://www.cscloud.co.jp/,"<input aria-invalid=""false"" aria-required=""true"" class=""wpcf7-form-control wpcf7-text wpcf7-validates-as-required br_box p-region p-locality p-street-address"" name=""city"" size=""40"" type=""text"" value=""""/>",city
https://cacco.co.jp/,"<input id=""ContactRecruitCompany"" maxlength=""50"" name=""data[ContactRecruit][company]"" placeholder=""例：かっこ株式会社"" required=""required"" type=""text""/>",company
http://www.trinify.com/,"<input name=""会社名"" placeholder=""株式会社カンパニー"" size=""60"" type=""text"" value=""""/>",company
https://www.lintomo.co.jp/,"<input class=""form__text"" id=""company"" name=""company"" placeholder=""名前"" size=""60"" type=""text"" value=""""/>",company
https://cacco.co.jp/,"<input id=""ContactRecruitEmailConfirm"" name=""data[ContactRecruit][email_confirm]"" placeholder=""例：test@example.com"" required=""required"" type=""email""/>",email
https://cacco.co.jp/,"<textarea cols=""30"" id=""ContactRecruitDetail"" name=""data[ContactRecruit][detail]"" placeholder=""お問い合わせ内容"" rows=""6""></textarea>",content
http://www.trinify.com/,"<textarea cols=""50"" name=""お問い合わせ内容"" rows=""5""></textarea>",content
https://www.lintomo.co.jp/,"<textarea class=""form__textarea"" cols=""50"" id=""message"" name=""message"" placeholder=""お問い合わせ内容をご入力ください。"" rows=""5""></textarea>",content
https://www.cscloud.co.jp/,"<textarea class=""br_box textarea"" cols=""50"" name=""comment"" placeholder="""" rows=""5""></textarea>",content
