url,html,label
http://www.e-stag-e.co.jp/,"<input id=""policy"" type=""checkbox"" value=""1""/>",acceptance
http://www.funfactory.co.jp/,"<input id=""privacy-check"" name=""プライバシーポリシーの同意(必須)"" type=""checkbox"" value=""同意する""/>",acceptance
http://www.gryps.co.jp/,"<input data-exc=""1"" name=""プライバシーポリシー"" required=""required"" type=""checkbox"" value=""プライバシーポリシーに同意""/>",acceptance
http://www.persons-it.com/,"<input class=""mfp"" id=""send_confirm"" name=""送信確認(必須)"" type=""checkbox"" value=""送信チェック済み""/>",acceptance
https://abi-inc.co.jp/,"<input aria-invalid=""false"" name=""your-acceptancce"" type=""checkbox"" value=""1""/>",acceptance
https://b-engineer.co.jp/,"<input aria-invalid=""false"" name=""acceptance-672"" type=""checkbox"" value=""1""/>",acceptance
https://beartail.jp/,"<input name=""your-consent[]"" type=""checkbox"" value=""同意する""/>",acceptance
https://bps21.jp/,"<input check-label="".l-agree1"" class=""check-label i-type-checkbox"" id=""i-agree1"" name=""agree[]"" type=""checkbox"" value=""個人情報保護方針に同意する""/>",acceptance
https://cmind-co.jp/,"<input aria-invalid=""false"" name=""kakuninn"" type=""checkbox"" value=""1""/>",acceptance
https://corp.karadanote.jp/,"<input name=""checkbox-893[]"" type=""checkbox"" value=""""/>",acceptance
https://crossfd.co.jp/,"<input id=""agree"" name=""agree"" type=""checkbox"" value=""同意する""/>",acceptance
https://double-std.com/,"<input class=""validate[required]"" id=""check"" name=""check[check]"" type=""checkbox""/>",acceptance
https://estyle-inc.jp/,"<input class=""f-checkbox-hide"" id=""agree"" name=""agree"" type=""checkbox""/>",acceptance
https://forspec.co.jp/,"<input data-exc=""1"" name=""送信確認"" required=""required"" type=""checkbox"" value=""送信チェック済み""> 弊社規定の「<a href=""javascript:void(0)"" id=""policyBtn2"">個人情報の取扱いについて</a>」の内容に同意する</input>",acceptance
https://growth-jp.com/,"<input aria-invalid=""false"" name=""acceptance-482"" type=""checkbox"" value=""1""/>",acceptance
